transaction_id,user_id,amount,transaction_type_ATM,transaction_type_Online,transaction_type_POS,transaction_type_QR,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,country_DE,country_FR,country_NG,country_TR,country_UK,country_US,hour,device_risk_score,ip_risk_score,is_fraud
6781,961,107,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19,13,20,0
6123,224,62,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19,26,23,0
8024,599,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,16,15,25,0
8811,922,201,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,14,11,26,0
8455,165,42,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,20,17,14,0
2460,69,105,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,14,14,12,0
5222,836,181,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8,16,18,0
8536,95,134,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,13,15,24,0
7967,900,187,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,13,5,16,0
6787,173,120,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,17,8,20,0
3643,146,62,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,6,19,1,0
3879,659,38,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,23,25,24,0
6620,784,128,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,23,8,14,0
635,326,93,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,16,25,0
618,450,51,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,15,2,0
4884,442,83,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6,29,24,0
409,58,164,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6,27,19,0
2461,624,36,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,6,7,0
6814,37,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,22,25,8,0
257,539,107,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8,28,17,0
1682,436,81,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,16,16,26,0
2643,354,129,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7,24,20,0
4887,142,44,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17,15,17,0
7080,625,63,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6,18,6,0
7421,218,90,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,26,0
4010,767,39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,10,0
4619,626,69,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7,25,19,0
2904,460,148,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,24,13,0
8389,98,111,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,21,25,1,0
3032,771,169,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,29,8,0
7825,988,59,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,18,9,0
5135,667,110,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,19,8,24,0
7200,974,84,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11,8,13,0
3235,723,72,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,12,5,13,0
9126,924,49,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,15,20,0
4365,598,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,14,14,11,0
8914,987,130,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,24,15,0
7940,148,158,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,16,19,4,0
6639,454,78,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19,26,27,0
7639,974,188,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,28,9,0
5155,543,104,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10,4,29,0
287,620,44,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,11,5,29,0
1103,153,202,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,15,25,26,0
2016,959,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,23,11,21,0
6351,269,187,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,18,14,20,0
2438,851,158,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,15,11,2,0
2457,888,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,18,20,28,0
7824,670,138,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7,29,27,0
7579,678,42,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,8,5,2,0
6698,23,122,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,21,16,26,0
1471,206,96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22,19,22,0
6705,173,134,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,16,11,0
5383,854,198,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,14,4,20,0
4183,229,76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,18,1,13,0
9073,734,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6,2,7,0
2942,742,162,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,13,5,17,0
9618,174,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,85,82,1
5655,493,59,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,20,19,7,0
9523,906,10,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,90,92,1
7215,918,153,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,11,28,7,0
8642,844,47,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,9,3,7,0
9213,859,37,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,28,5,0
248,722,54,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,14,17,29,0
8206,556,96,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7,28,6,0
7565,652,113,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,13,29,18,0
6028,84,186,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,8,27,5,0
4657,100,39,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11,23,10,0
4695,585,107,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,17,28,14,0
1293,859,44,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,14,16,18,0
2977,477,48,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10,17,17,0
8218,722,66,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10,9,1,0
1528,824,78,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,20,28,10,0
83,374,98,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,22,26,17,0
4037,831,143,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,9,25,3,0
8748,132,156,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7,20,26,0
5645,161,149,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,18,6,29,0
2064,370,19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13,21,21,0
2856,262,47,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,11,28,16,0
3940,41,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,13,26,16,0
801,184,194,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,16,11,10,0
6915,800,119,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,14,26,0
9570,341,179,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,82,85,1
4018,297,98,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15,9,24,0
3818,839,171,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,9,12,0
177,95,38,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17,22,23,0
5876,90,113,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,24,19,0
9159,818,115,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,9,26,0
2511,107,101,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,8,24,0
3656,854,89,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21,15,2,0
100,450,80,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,21,29,0,0
6264,799,102,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,7,8,0
9828,257,3293,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,92,84,1
7567,298,143,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,2,26,0
4221,627,153,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,22,23,4,0
7070,598,85,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6,23,29,0
8436,543,74,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7,28,16,0
6933,662,92,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,23,26,0
6076,608,51,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,18,2,16,0
4065,697,67,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,9,3,16,0
5358,538,121,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,23,1,15,0
332,867,164,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,22,1,16,0
8676,762,86,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,19,14,0
6857,215,143,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,10,29,17,0
2169,286,109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,27,21,0
7315,334,110,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,12,5,26,0
8661,712,91,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10,2,28,0
8309,286,131,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,11,6,0,0
13,193,86,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20,5,12,0
7055,85,47,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,14,4,22,0
3341,866,44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,28,6,0
2404,194,208,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,16,28,0
7308,883,170,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,23,14,12,0
420,78,132,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,11,22,28,0
9106,855,60,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,16,6,11,0
9367,560,151,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,18,26,28,0
2610,248,79,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,12,2,22,0
9843,462,837,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,17,95,89,1
7845,592,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,4,26,0
8513,46,108,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,21,16,14,0
5174,923,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,12,2,0
5518,54,115,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,22,8,0
8350,187,129,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,6,23,0
3806,293,136,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,1,16,0
2128,190,56,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17,13,26,0
4526,658,105,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,11,16,27,0
9344,901,69,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,19,4,0,0
4787,70,77,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,16,4,20,0
1241,567,74,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,23,24,20,0
341,779,132,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,14,19,1,0
7600,361,36,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,17,0,21,0
790,342,145,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,12,12,24,0
4873,479,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,13,17,0
4928,656,92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,9,21,26,0
4265,966,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,23,0,15,0
3147,439,148,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,13,27,9,0
6582,132,144,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,18,17,24,0
436,142,137,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,7,25,7,0
5840,729,34,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,10,4,13,0
9785,350,1208,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,84,82,1
9793,298,3238,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,91,79,1
1234,955,83,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,14,23,15,0
4062,374,136,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,27,26,0
847,728,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23,25,26,0
294,775,41,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,21,7,23,0
4911,892,140,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,14,1,0
4307,389,117,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8,9,22,0
2355,354,115,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,9,13,14,0
3153,147,48,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,12,14,0
6456,742,109,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,13,27,19,0
633,600,15,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,15,22,27,0
8209,104,67,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19,2,24,0
8635,840,105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,19,4,0
4123,517,84,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,13,23,29,0
2576,238,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,6,21,0
9385,138,122,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,7,25,1,0
2797,374,94,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,16,6,0
3679,207,86,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7,24,25,0
9866,269,22,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,12,81,96,1
471,699,88,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,1,2,0
5432,443,14,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,23,1,1,0
4450,125,73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,23,13,0
6479,329,103,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,15,9,20,0
9095,946,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,26,29,0
7023,796,168,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,5,16,0
8256,588,234,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8,29,28,0
9402,912,128,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7,7,14,0
5931,180,143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,16,2,25,0
9029,838,93,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,16,2,0
77,122,178,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23,24,0,0
4438,981,86,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,15,28,0
4315,527,128,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,21,3,28,0
4630,573,101,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,17,19,5,0
2095,760,138,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,26,27,0
3,682,112,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12,7,19,0
1981,484,90,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6,20,24,0
7771,943,75,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,11,8,9,0
2943,914,168,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10,2,21,0
765,356,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,23,0
3770,556,63,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,12,24,21,0
7303,40,195,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,22,24,14,0
8839,355,133,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,24,6,0
5721,485,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,14,10,4,0
4958,446,80,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,21,27,10,0
1955,630,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,22,12,16,0
1079,413,142,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0,0
5081,308,130,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,17,0,25,0
1847,570,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,16,10,6,0
4084,360,62,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14,28,2,0
2142,607,64,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,23,21,25,0
2038,237,129,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,17,12,22,0
2954,49,44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,11,4,8,0
4718,619,163,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,8,14,13,0
1595,703,55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,19,4,7,0
7935,160,172,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,19,4,13,0
7752,871,119,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,23,19,25,0
1547,831,99,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,11,5,12,0
8008,215,207,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,16,9,25,0
4441,950,106,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,13,26,21,0
2656,807,149,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,17,24,6,0
4461,758,174,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7,16,22,0
2775,124,225,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,15,1,21,0
2608,387,78,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,29,24,0
1125,6,111,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,14,24,26,0
7212,999,89,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,23,4,25,0
9707,134,2980,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,89,81,1
8949,296,160,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11,23,10,0
913,758,103,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,17,15,11,0
9354,658,84,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,13,11,20,0
7120,934,109,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17,23,24,0
4944,131,114,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13,2,12,0
2130,119,66,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,13,3,29,0
9767,491,123,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,81,84,1
8934,671,94,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,9,24,0
8055,800,149,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,19,13,0
86,379,90,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,7,5,5,0
4602,269,159,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,19,3,17,0
2330,549,58,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,22,19,2,0
4172,34,98,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,29,14,0
7705,22,118,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10,5,21,0
7642,633,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,19,28,8,0
4721,78,106,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,15,21,0
1794,572,87,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,21,27,19,0
1639,715,165,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,21,13,9,0
3228,836,154,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,20,14,12,0
8799,40,102,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,15,11,24,0
9315,916,55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,22,17,18,0
6843,696,163,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,17,1,3,0
4702,100,18,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,16,26,21,0
1008,590,184,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18,21,0,0
3941,914,139,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,12,2,20,0
1833,188,55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,23,14,14,0
2948,334,180,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,12,26,8,0
307,64,38,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,23,3,0
8958,350,83,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,12,25,14,0
5334,560,85,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,10,22,0,0
3573,928,74,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,12,28,3,0
2522,437,136,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20,8,5,0
6112,424,88,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,14,17,25,0
337,386,82,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,12,10,14,0
7535,283,111,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,21,22,0
4621,681,23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,17,22,11,0
8844,651,93,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,17,12,25,0
8217,645,107,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19,20,11,0
5997,670,88,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,6,16,0
2949,440,80,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,7,14,1,0
1737,26,74,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,15,5,17,0
3318,779,84,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,21,7,5,0
1843,939,105,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,9,13,14,0
5879,165,61,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,15,26,10,0
4099,466,87,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,18,3,25,0
4257,78,88,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,14,6,0
3263,7,141,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,21,24,20,0
6115,847,86,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6,18,16,0
6927,786,106,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,9,16,6,0
2905,617,141,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,19,1,3,0
6423,811,121,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,20,11,22,0
7150,100,167,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,23,7,0,0
325,524,157,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,11,8,2,0
3421,506,156,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,13,28,17,0
7951,386,57,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,24,21,0
7676,220,117,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18,5,23,0
7057,925,152,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,12,14,14,0
6561,168,85,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,18,8,12,0
594,73,124,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17,3,0,0
7855,961,75,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,9,0
5086,138,151,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,17,7,8,0
1482,631,91,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20,18,8,0
4463,272,106,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,20,29,13,0
5937,858,157,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,21,20,29,0
3834,938,172,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,9,15,0
2113,978,41,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,16,7,12,0
3293,51,155,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6,19,0,0
4340,326,132,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,16,26,27,0
2556,677,70,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,26,6,0
9283,138,81,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16,13,13,0
7036,501,121,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,2,27,0
8146,705,97,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,19,18,3,0
2384,653,35,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,15,11,17,0
531,581,141,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,9,14,20,0
606,763,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,18,16,11,0
5410,6,67,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18,22,19,0
6167,325,107,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,21,13,16,0
5616,724,117,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,19,1,3,0
7325,212,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,17,21,5,0
8220,637,117,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,22,6,14,0
5759,991,154,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7,2,10,0
6998,965,106,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14,7,11,0
3530,18,98,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,21,13,23,0
1053,207,101,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,10,0,0
4627,552,50,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19,19,18,0
3762,146,91,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,22,25,19,0
3553,160,122,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,11,9,6,0
7196,869,84,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,6,7,18,0
2968,588,145,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,18,22,2,0
3712,318,98,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,26,15,0
2285,614,70,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17,19,7,0
745,952,111,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,23,8,12,0
7864,614,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,16,14,28,0
43,900,37,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,21,8,0
6942,927,100,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,11,15,0
4219,891,77,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,14,18,1,0
4066,98,97,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10,20,29,0
8318,756,56,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,24,11,0
6146,872,32,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,12,18,0,0
4184,966,124,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,9,9,7,0
3194,854,65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,12,17,0
8584,711,210,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8,4,21,0
424,217,119,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20,28,17,0
