dataset_order,transaction_id,user_id,amount,transaction_type_ATM,transaction_type_Online,transaction_type_POS,transaction_type_QR,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,country_DE,country_FR,country_NG,country_TR,country_UK,country_US,hour,device_risk_score,ip_risk_score,is_fraud
288,5560,422,171,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,22,10,19,0
289,6655,780,83,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,20,9,14,0
290,2882,860,42,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,21,0,12,0
291,8715,462,95,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,17,0,0
292,1160,72,134,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,12,3,3,0
293,5607,699,146,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18,11,4,0
294,6920,56,113,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6,7,13,0
295,9174,338,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,20,22,3,0
296,7401,763,81,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,17,1,8,0
297,1217,869,103,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,7,15,0
298,3458,501,85,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,9,22,27,0
299,7365,622,78,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,16,21,21,0
300,637,834,43,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,7,8,3,0
301,8235,729,133,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,19,25,0
302,6889,830,101,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,23,21,12,0
303,3738,605,94,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,21,29,14,0
304,3004,926,52,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,12,17,1,0
305,6598,716,52,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,20,24,10,0
306,4327,611,47,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,21,9,14,0
307,3042,194,53,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,12,16,14,0
308,6051,655,143,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,19,3,6,0
309,2487,191,173,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,27,23,0
310,663,153,109,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,21,24,22,0
311,6426,900,149,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,3,2,0
312,2146,71,114,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,17,22,3,0
313,2340,675,127,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,22,10,17,0
314,8540,155,82,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21,22,1,0
315,6955,707,40,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,5,28,0
316,5731,689,101,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,18,19,22,0
317,2719,145,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19,7,20,0
318,7661,85,89,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,21,19,10,0
319,8671,151,160,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,12,0,10,0
320,7042,337,56,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,17,23,7,0
321,898,127,102,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21,1,13,0
322,828,976,37,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,13,23,5,0
323,8657,381,56,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,20,28,15,0
324,2648,825,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,23,29,10,0
325,140,881,135,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,28,16,0
326,446,361,201,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,19,4,0,0
327,4484,852,92,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6,9,1,0
328,4802,435,19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,21,25,1,0
329,552,885,119,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8,2,17,0
330,1764,925,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7,26,27,0
331,7694,160,108,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,15,5,0
332,4847,807,162,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,23,16,2,0
333,4282,93,96,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,22,9,21,0
334,3915,748,87,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,21,23,19,0
335,8532,296,49,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,28,15,0
336,4482,896,47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14,2,8,0
337,4880,618,46,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,20,26,24,0
338,932,239,94,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,11,19,18,0
339,4617,96,126,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,0,19,0
340,8742,792,99,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,16,14,5,0
341,7093,58,104,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,3,3,0
342,6016,776,67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22,27,25,0
343,6262,628,140,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9,13,2,0
344,2228,237,86,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,8,18,0
345,303,539,77,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,10,12,8,0
346,8725,245,111,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,16,5,27,0
347,1409,117,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,16,15,0
348,8922,320,163,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11,12,19,0
349,5345,50,242,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,20,3,25,0
350,8880,520,77,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,18,0
351,968,123,91,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,16,15,29,0
352,4431,240,46,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10,7,21,0
353,6088,787,119,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,17,2,2,0
354,127,336,89,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22,26,19,0
355,2434,898,122,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,9,6,12,0
356,432,607,9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,22,7,24,0
357,4885,68,136,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,11,0,0
358,1562,413,56,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,5,18,0
359,4741,449,119,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,23,24,0
360,4122,920,41,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,18,17,8,0
361,3955,633,131,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,14,1,20,0
362,1139,261,157,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,12,21,10,0
363,1891,972,140,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,15,3,21,0
364,5517,997,142,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,8,9,2,0
365,5379,862,108,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,11,13,0
366,6494,396,68,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,2,19,0
367,1047,582,106,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7,16,25,0
368,6295,691,61,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,19,26,4,0
369,6242,214,51,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,10,12,2,0
370,3578,522,144,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,13,0,22,0
371,7241,260,91,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,16,19,23,0
372,730,706,93,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,5,4,0
373,3108,407,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23,14,13,0
374,4609,89,74,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,20,6,0,0
375,6148,57,19,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11,25,7,0
376,5825,267,30,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,15,20,1,0
377,9182,691,111,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,10,15,27,0
378,8912,496,66,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,22,13,0
379,5111,545,72,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14,26,26,0
380,2419,350,102,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,13,28,19,0
381,244,712,176,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,8,20,28,0
382,8357,379,123,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20,27,20,0
383,8007,355,114,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,19,1,5,0
384,6594,116,72,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,12,25,0
385,8123,789,117,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,17,2,20,0
386,717,111,159,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,12,11,0
387,3347,942,93,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,27,23,0
388,9493,458,42,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,20,18,13,0
389,2917,897,80,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,12,1,10,0
390,859,890,95,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,11,10,24,0
391,3847,614,89,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7,9,14,0
392,4314,447,101,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13,28,10,0
393,512,2,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,17,0,26,0
394,1745,572,76,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,12,16,3,0
395,7572,998,106,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,23,6,11,0
396,3206,475,108,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,9,4,10,0
397,954,839,145,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,15,16,4,0
398,6529,891,43,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,5,11,0
399,4116,972,81,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,17,7,10,0
400,2509,778,125,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,16,21,0
401,602,170,29,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,22,18,19,0
402,5527,367,92,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18,13,2,0
403,2767,529,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,15,19,2,0
404,4061,105,140,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,19,2,2,0
405,9332,157,113,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9,25,22,0
406,8302,892,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,21,7,21,0
407,894,782,134,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,11,9,0
408,3783,849,58,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20,12,5,0
409,8231,164,88,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,23,1,3,0
410,7804,328,127,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,20,19,0
411,5288,225,63,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,20,25,9,0
412,5608,418,42,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10,21,14,0
413,6361,170,84,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17,21,21,0
414,7428,894,95,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9,22,19,0
415,5703,585,127,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,6,6,0
416,8271,636,190,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,11,6,15,0
417,1213,503,106,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6,7,23,0
418,6577,731,84,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,20,22,0
419,8495,975,70,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14,9,24,0
420,3604,223,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8,9,10,0
421,6389,753,66,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19,19,14,0
422,7239,474,97,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,9,18,21,0
423,1903,935,135,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,15,6,22,0
424,2478,551,183,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,21,18,15,0
425,2499,196,109,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9,0,18,0
426,3227,940,158,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,22,24,14,0
427,8568,269,76,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,19,3,6,0
428,8821,50,152,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,13,6,29,0
429,7086,270,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,15,24,4,0
430,4299,441,41,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10,11,4,0
431,7510,6,123,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10,20,5,0
432,178,725,115,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22,19,17,0
433,9457,794,143,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7,19,7,0
434,3859,134,150,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,21,24,10,0
435,8915,534,20,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,16,17,3,0
436,5417,705,146,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,17,15,11,0
437,5764,722,99,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,10,6,12,0
438,1058,165,148,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,18,2,27,0
439,2156,698,63,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,11,12,0
440,3070,553,106,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,12,0,24,0
441,549,982,76,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,9,8,19,0
442,2632,431,102,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,21,20,18,0
443,8343,977,145,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,23,11,13,0
444,6667,431,68,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,22,22,3,0
445,2392,509,120,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,13,23,7,0
446,524,330,148,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7,7,16,0
447,1344,661,120,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,26,25,0
448,9485,321,61,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17,13,12,0
449,7849,530,55,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13,13,4,0
450,3419,357,81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,16,9,14,0
451,3923,507,64,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10,10,14,0
452,3692,367,199,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,14,24,9,0
453,4253,780,72,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6,19,12,0
454,9086,584,145,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6,16,29,0
455,8953,51,158,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,13,13,6,0
456,8178,25,135,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,12,8,11,0
457,1927,943,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,23,28,16,0
458,342,181,25,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,23,11,5,0
459,297,273,153,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11,27,19,0
460,7202,213,123,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17,27,17,0
461,724,835,44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,21,10,0
462,2216,886,145,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,21,24,19,0
463,5557,18,35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,11,29,15,0
464,7232,647,151,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,13,9,21,0
465,3076,533,60,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,23,21,14,0
466,5603,264,82,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23,23,2,0
467,6110,838,156,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,10,8,17,0
468,7910,931,103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,13,19,5,0
469,4296,938,29,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,15,0,3,0
470,1896,833,150,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,18,12,16,0
471,9016,981,141,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,23,17,11,0
472,1932,255,137,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,14,6,24,0
473,8819,401,56,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,18,10,8,0
474,9326,570,95,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7,14,3,0
475,4968,308,96,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,13,29,28,0
476,7822,454,175,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,19,11,4,0
477,4029,198,74,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11,15,7,0
478,9314,925,143,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,16,23,0
479,2994,193,101,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,13,0,14,0
480,6567,366,149,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8,28,28,0
481,4144,165,61,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,13,1,24,0
482,2186,716,133,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10,4,10,0
483,9249,625,72,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,11,9,4,0
484,19,214,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,9,3,3,0
485,3533,606,75,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,15,1,12,0
486,6892,207,148,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,11,13,23,0
487,9260,64,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,21,17,10,0
488,1522,184,204,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,12,0
489,2037,127,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,3,25,0
490,6233,482,48,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,22,21,11,0
491,5948,186,120,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,16,29,20,0
492,7917,152,126,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,19,7,27,0
493,3377,259,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,18,4,10,0
494,3223,408,40,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,4,28,0
495,1076,482,58,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,12,6,8,0
496,4995,904,139,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,13,11,28,0
497,3485,527,71,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,8,11,26,0
498,7922,771,21,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,12,2,29,0
499,6451,429,54,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,9,4,0
