dataset_order,transaction_id,user_id,amount,transaction_type_ATM,transaction_type_Online,transaction_type_POS,transaction_type_QR,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,country_DE,country_FR,country_NG,country_TR,country_UK,country_US,hour,device_risk_score,ip_risk_score,is_fraud
2126,7996,851,164,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,18,1,10,0
2127,7161,94,114,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,22,18,11,0
2128,4840,595,84,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,20,29,0
2129,2420,433,165,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,23,26,2,0
2130,4727,530,119,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,23,1,9,0
2131,1175,38,98,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,22,14,24,0
2132,2712,619,125,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,21,22,26,0
2133,2220,510,174,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,19,21,0,0
2134,3287,652,180,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,16,19,26,0
2135,4549,96,31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,23,13,20,0
2136,3971,328,81,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,22,8,0,0
2137,1616,489,55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7,6,11,0
2138,5319,934,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,11,19,19,0
2139,3871,532,30,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7,22,21,0
2140,4227,497,192,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,20,22,28,0
2141,9482,867,60,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,16,3,21,0
2142,3053,315,157,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,22,8,25,0
2143,9606,412,2389,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,19,99,78,1
2144,3242,343,67,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,15,0,0
2145,2284,138,98,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,23,21,11,0
2146,5509,276,75,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,17,4,28,0
2147,1912,720,49,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8,12,3,0
2148,7307,792,100,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0,8,0
2149,6002,42,70,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,12,5,2,0
2150,5204,188,61,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16,21,20,0
2151,4991,19,58,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,13,18,9,0
2152,4259,333,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19,14,0,0
2153,2951,8,39,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7,0,25,0
2154,8086,814,52,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17,2,27,0
2155,88,357,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,11,7,4,0
2156,6321,478,124,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,21,19,23,0
2157,5914,86,103,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,9,18,19,0
2158,5190,662,115,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,4,6,0
2159,8808,8,125,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19,28,19,0
2160,6085,852,190,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,12,1,19,0
2161,5450,696,117,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,19,23,26,0
2162,5253,585,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,29,0
2163,2333,370,125,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22,24,8,0
2164,4742,992,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,11,8,17,0
2165,9773,865,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,80,85,1
2166,7650,248,48,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,10,11,0
2167,2067,912,131,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6,19,7,0
2168,4795,160,123,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,22,19,15,0
2169,7046,793,43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,8,0,11,0
2170,6727,882,116,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,19,3,0,0
2171,1133,72,100,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18,2,8,0
2172,1335,96,104,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,12,16,4,0
2173,5682,310,42,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,8,10,0
2174,2769,250,105,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,7,16,9,0
2175,1406,757,199,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,16,6,7,0
2176,2229,93,118,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,7,28,9,0
2177,5973,371,160,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,18,7,12,0
2178,1997,92,148,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,22,4,0
2179,4361,581,29,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,8,2,14,0
2180,3786,731,80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,6,6,0
2181,9973,980,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,96,88,1
2182,8292,235,109,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,20,2,15,0
2183,2375,922,87,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17,25,8,0
2184,3340,576,108,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,21,3,22,0
2185,5307,166,67,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17,7,15,0
2186,7983,702,128,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,14,19,12,0
2187,2570,589,232,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,21,26,25,0
2188,3138,35,181,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,19,3,6,0
2189,5381,414,151,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,16,6,24,0
2190,9580,248,1659,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,16,86,99,1
2191,7529,656,160,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,19,28,11,0
2192,955,518,122,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,21,9,25,0
2193,6833,824,72,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,18,20,18,0
2194,4049,433,64,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7,4,8,0
2195,7981,994,73,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,22,23,0
2196,7863,582,72,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,17,15,15,0
2197,8797,328,121,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15,28,16,0
2198,9952,958,733,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,17,92,89,1
2199,3789,698,150,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10,2,13,0
2200,5996,290,81,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,17,22,29,0
2201,6931,588,127,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,21,18,18,0
2202,803,495,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,18,17,0
2203,1052,802,184,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,10,3,23,0
2204,5251,767,65,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20,7,28,0
2205,2878,719,103,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,9,18,19,0
2206,4053,208,116,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9,6,24,0
2207,8172,553,39,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,17,27,20,0
2208,997,890,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,16,26,18,0
2209,449,24,113,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,9,10,18,0
2210,2646,140,132,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,3,15,0
2211,3490,30,135,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,17,0,0
2212,2468,90,192,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,29,0,0
2213,2629,674,93,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17,28,16,0
2214,7406,993,150,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11,28,4,0
2215,1860,615,110,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22,25,4,0
2216,95,110,104,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,23,14,6,0
2217,7442,204,91,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19,19,5,0
2218,4126,214,90,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,13,14,11,0
2219,302,148,23,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,23,5,14,0
2220,9589,773,2016,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,18,99,70,1
2221,4936,515,94,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,20,16,20,0
2222,1368,494,40,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,11,27,3,0
2223,6709,654,105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,26,0
2224,5839,516,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,15,8,0
2225,6077,628,160,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,13,0,16,0
2226,7782,822,149,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,14,24,23,0
2227,7313,38,60,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,13,21,0
2228,985,68,159,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,3,17,0
2229,7125,294,189,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,20,28,26,0
2230,8498,103,65,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,7,11,0
2231,2208,780,162,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,18,7,0
2232,319,564,141,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17,12,10,0
2233,1418,174,201,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22,0,10,0
2234,7543,275,74,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,13,6,19,0
2235,791,825,134,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8,21,15,0
2236,9240,441,101,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7,19,14,0
2237,3438,329,49,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,20,23,10,0
2238,4786,335,187,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,19,7,18,0
2239,1474,415,143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,17,12,20,0
2240,6981,227,117,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,9,27,16,0
2241,7934,467,116,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,22,22,16,0
2242,2663,428,204,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18,0,8,0
2243,8288,214,71,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,16,24,4,0
2244,8936,718,125,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,14,29,20,0
2245,9706,528,913,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18,96,76,1
2246,9235,760,128,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13,12,5,0
2247,9127,272,73,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23,6,16,0
2248,3497,985,126,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,20,24,10,0
2249,5833,335,110,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,8,19,22,0
2250,7439,443,63,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,21,1,11,0
2251,6613,215,41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,17,9,2,0
2252,9940,937,1271,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7,73,92,1
2253,2427,182,200,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19,13,22,0
2254,2155,767,49,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,16,17,15,0
2255,2114,588,107,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7,25,7,0
2256,7058,52,151,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11,10,15,0
2257,3992,78,41,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,12,10,0,0
2258,4012,989,79,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,15,10,0,0
2259,8824,679,164,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,21,12,3,0
2260,4002,188,129,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,11,8,1,0
2261,2704,172,87,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,15,2,29,0
2262,6382,631,155,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,7,5,23,0
2263,6411,984,158,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,10,14,16,0
2264,6147,282,129,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,5,5,0
2265,3931,914,123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22,6,25,0
2266,6155,128,167,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,18,24,25,0
2267,5226,283,111,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,18,0,13,0
2268,3961,550,73,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,21,0,20,0
2269,6338,979,112,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,16,2,4,0
2270,9030,753,98,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,19,16,28,0
2271,2034,485,59,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,11,26,16,0
2272,2795,313,128,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,7,0,8,0
2273,8561,252,208,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,11,11,11,0
2274,8197,560,76,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6,23,26,0
2275,8939,379,119,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13,7,1,0
2276,1758,458,63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10,14,25,0
2277,5579,284,119,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,9,11,1,0
2278,8875,388,85,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7,13,0,0
2279,6968,880,166,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,10,14,26,0
2280,4687,953,119,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,14,3,15,0
2281,2313,855,112,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,26,8,0
2282,4019,908,112,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,19,13,12,0
2283,3386,437,72,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,13,23,12,0
2284,7763,82,204,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,22,5,22,0
2285,4691,913,96,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,12,4,18,0
2286,1230,618,149,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,21,14,11,0
2287,5590,779,77,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,9,17,14,0
2288,7527,663,66,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,16,1,20,0
2289,4674,351,84,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,10,23,12,0
2290,8583,18,36,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,17,14,25,0
2291,6741,857,144,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,21,10,12,0
2292,148,21,33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,17,10,13,0
2293,4833,204,62,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,18,2,14,0
2294,4836,253,131,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,17,21,22,0
2295,2025,30,56,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,17,16,3,0
2296,8077,55,120,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7,7,22,0
2297,9229,9,91,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,22,18,20,0
2298,6562,800,106,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,22,19,19,0
2299,8345,806,69,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,9,20,0
2300,1282,973,158,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6,4,11,0
2301,1710,119,146,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8,15,25,0
2302,5443,29,98,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,13,9,12,0
2303,4216,414,89,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,12,25,5,0
2304,9120,155,38,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,8,24,26,0
2305,2276,189,101,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,9,14,5,0
2306,6760,378,97,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,21,29,0
2307,2311,370,108,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,19,26,10,0
2308,8111,768,14,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,12,23,3,0
2309,6646,393,116,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,8,2,0
2310,9598,243,2665,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,99,73,1
2311,2952,287,138,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,22,19,25,0
2312,9735,818,4178,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,90,87,1
2313,2312,138,123,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13,3,1,0
2314,658,323,28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15,16,5,0
2315,3732,903,57,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,16,23,25,0
2316,6398,625,64,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,10,16,0
2317,6245,38,58,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,20,5,29,0
2318,3524,389,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,27,6,0
2319,6722,663,114,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,20,5,28,0
2320,4992,215,65,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,18,7,17,0
2321,9458,548,116,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,17,25,0
2322,1887,183,73,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,15,25,22,0
2323,7177,479,165,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6,24,21,0
2324,8620,939,49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,11,13,24,0
2325,5600,334,113,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,21,22,24,0
2326,425,515,79,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,23,3,6,0
2327,1149,755,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,29,19,0
2328,9382,270,80,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7,4,13,0
2329,6310,38,99,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,1,10,0
2330,8871,280,157,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,20,22,17,0
2331,6029,48,15,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,12,21,11,0
2332,381,54,31,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,18,17,0
2333,1504,898,151,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,20,3,7,0
2334,6975,523,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,18,20,29,0
2335,4158,787,105,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,19,0
2336,8045,933,150,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,6,13,0
2337,2201,685,217,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,8,17,12,0
2338,7937,55,109,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,16,2,12,0
2339,555,389,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7,9,20,0
2340,902,850,58,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6,10,5,0
2341,2373,933,142,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23,5,1,0
2342,3640,293,101,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,19,4,0
2343,9324,409,99,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6,23,1,0
2344,4672,824,173,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,7,2,6,0
2345,193,650,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,13,13,7,0
2346,5748,375,104,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,22,6,23,0
2347,7925,499,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,11,18,15,0
2348,1073,107,177,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,22,6,29,0
2349,9954,266,2557,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,74,79,1
2350,3224,606,53,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,17,14,15,0
2351,8961,830,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,17,23,20,0
2352,6810,860,138,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,17,15,28,0
2353,6570,646,59,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,13,25,3,0
2354,883,560,158,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,23,23,29,0
2355,5977,441,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,14,22,29,0
2356,5617,432,38,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,15,26,27,0
2357,6565,978,171,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,18,17,26,0
2358,9821,743,22,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,98,94,1
2359,9759,952,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,20,81,74,1
2360,9165,567,112,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,19,0,17,0
2361,7838,842,19,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,11,19,0
2362,3252,192,84,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,13,19,17,0
2363,7801,889,198,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,4,7,0
2364,9124,491,138,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,10,3,12,0
2365,3391,539,97,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,13,18,2,0
2366,6568,527,115,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,17,6,0
2367,271,209,67,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7,20,29,0
2368,5114,529,102,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,20,0,27,0
2369,3221,325,71,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,15,10,29,0
2370,3532,913,71,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,19,20,5,0
2371,3079,753,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9,16,1,0
2372,9239,781,149,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,12,22,0
2373,760,508,118,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,23,9,0
2374,238,522,159,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,13,2,0
2375,6068,697,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19,13,29,0
2376,2549,489,140,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,14,13,11,0
2377,5822,824,145,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,18,3,7,0
2378,9951,336,4555,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,23,84,82,1
2379,559,796,33,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20,21,8,0
2380,5746,518,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,17,7,17,0
2381,4238,386,70,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,16,6,0,0
2382,3724,731,90,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,13,13,0
2383,1431,498,94,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,8,11,29,0
2384,2585,414,109,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10,5,25,0
2385,6731,194,102,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,12,13,0
2386,322,52,101,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,10,4,20,0
2387,3414,684,63,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,23,1,12,0
2388,6970,6,110,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,10,26,22,0
2389,1251,679,84,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,12,0,20,0
2390,4153,870,141,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,4,10,0
2391,5611,210,24,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,15,16,29,0
2392,5050,56,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,8,9,0
2393,4953,773,143,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16,13,23,0
2394,6985,133,129,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,29,0,0
2395,990,317,212,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,14,15,4,0
2396,2859,886,223,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9,26,25,0
2397,4148,601,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,12,21,0
2398,4970,521,59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,20,7,13,0
2399,5241,41,102,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,14,3,4,0
2400,6941,928,62,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,16,6,27,0
2401,2141,405,75,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,15,5,13,0
2402,9681,620,1187,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,78,99,1
2403,3886,936,42,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,21,0,1,0
2404,475,488,54,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,15,29,6,0
2405,4654,714,99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7,21,5,0
2406,6804,532,44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,12,25,22,0
2407,9548,860,5955,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8,73,99,1
2408,5260,220,43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,14,23,5,0
2409,119,532,113,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,20,22,28,0
2410,5965,636,134,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,9,9,1,0
2411,7688,292,119,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6,24,19,0
2412,8471,877,157,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,6,19,0
2413,1177,756,197,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,15,26,19,0
